"ui","rootSource","uri","name"
"C4552790","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4552790","Active Breathing Control"
"C0008455","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0008455","Chondroitin ABC Lyase"
"C0059229","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0059229","endodeoxyribonuclease uvrABC"
"C0093888","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0093888","22-ABC"
"C0100897","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0100897","ABC 99"
"C0220403","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0220403","Mirage ABC"
"C0242738","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0242738","ATP-Binding Cassette Transporters"
"C0293503","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0293503","ABC 907"
"C0475475","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0475475","ABC behavioral checklist"
"C0597877","CSP","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0597877","antibody binding capacity test"
"C0618892","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0618892","ABC protocol"
"C0644689","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0644689","ABC 1020"
"C0651663","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0651663","ABC primer"
"C0683678","AOD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0683678","ABC laws"
"C0718148","MMSL","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0718148","ABC to Z"
"C0814611","AOD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0814611","ABC store"
"C1333296","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1333296","Activated B-cell type diffuse large B-cell lymphoma"
"C1412062","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1412062","ABCA3 gene"
"C1613391","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1613391","abacavir / lamivudine"
"C2933332","DRUGBANK","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2933332","ABC-294640"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0234518","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0234518","Slurred speech"
NA,NA,NA,NA
"C0547030","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0547030","Visual disturbance"
"C0152198","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0152198","Disorder of accommodation"
"C0155001","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0155001","Subjective visual disturbance"
"C0155006","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0155006","Psychophysical visual disturbance"
"C0348571","ICD10","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0348571","Other visual disturbances"
"C0422964","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0422964","Temporary visual disturbance"
"C0455519","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0455519","H/O: visual disturbance"
"C2317218","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2317218","Family history of visual disturbance"
"C3166510","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3166510","Visual disturbance description"
"C3176240","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3176240","Visual disturbance description:Find:Pt:^Patient:Nom:PhenX"
"C1720062","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1720062","Subjective visual disturbance of image size"
"C1859161","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1859161","Cholestasis with Gallstone, Ataxia, and Visual Disturbance"
"C3662078","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3662078","Visual disturbance as sequela of cerebrovascular disease"
"C4712635","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4712635","Monitor for visual disturbance (e.g., diplopia, nystagmus, visual-field cuts, blurred vision, visual acuity)"
"C1834205","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1834205","Neuropathy, Hereditary Sensorimotor, with Upper Motor Neuron, Visual Pathway and Autonomic Disturbance"
NA,NA,NA,NA
"C1660224","ICPC2P","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1660224","consult with speech therapist"
"C0515925","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0515925","Suggest speech pathology consult, as appropriate"
"C0548154","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548154","Consult speech therapy for difficulties swallowing."
"C4297789","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4297789","Consultation note:Find:Pt:{Setting}:Doc:Speech-language pathology"
"C1369711","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1369711","Consultation note:Find:Pt:{Setting}:Doc:Speech-language pathology+Audiology"
"C3262741","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3262741","Consultation note:Find:Pt:Hospital:Doc:Speech-language pathology"
"C0548130","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0548130","Consult speech therapist; encourage patient's participation in speech therapy."
NA,NA,NA,NA
"C0441472","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0441472","Clinical action"
"C0009463","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0009463","Community Action"
"C0022424","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0022424","Judicial Role"
"C0150270","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150270","Medication Management"
"C0424237","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0424237","Actions not completed"
"C0441485","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0441485","Application - action"
"C0442687","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0442687","Physiological action"
"C0579001","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0579001","Actions by modality"
"C0579002","RCD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0579002","Actions by primitive"
"C0579003","RCD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0579003","Actions by setting"
"C0581718","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0581718","actions by site"
"C0600511","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0600511","Pharmacologic Actions"
"C0600512","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0600512","Chemical Actions"
"C0920875","FMA","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0920875","Muscle action"
"C1256754","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1256754","Toxic Actions"
"C2921979","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2921979","nursing actions"
"C4060656","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060656","Repetitive actions"
"C4060659","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060659","Meaningless actions"
"C0002766","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0002766","Pain management"
"C0009244","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0009244","Cognitive Therapy"
"C0012159","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0012159","Diet therapy"
"C0016286","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0016286","Fluid Therapy"
"C0028678","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0028678","nursing therapy"
"C0085421","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0085421","Drug Monitoring"
"C0150220","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150220","Range of motion exercise"
NA,NA,NA,NA
"C0302523","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0302523","Observation in research"
"C0478530","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0478530","Examination and observation for unspecified reason"
"C0700325","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0700325","Patient observation"
"C0941132","MTHMST","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0941132","Organ finding"
"C1548358","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1548358","Specialty Type - Observation"
"C1554188","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1554188","act - observation"
"C1964257","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1964257","Observation - diagnostic procedure"
"C3889687","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3889687","Clinical Observation"
"C5237506","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5237506","Observation Study Epoch"
"C0010200","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0010200","Coughing"
"C0011991","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0011991","Diarrhea"
"C0019521","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019521","Hiccough"
"C0027497","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0027497","Nausea"
"C0036658","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0036658","Esthesia"
"C0037383","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0037383","Sneezing"
"C0037384","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0037384","Snoring"
"C0038999","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0038999","Swelling"
"C0040264","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0040264","Tinnitus"
"C0041834","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0041834","Erythema"
"C0042963","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0042963","Vomiting"
"C0043387","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0043387","Yawning"
"C0199219","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0199219","Inspection (procedure)"
"C0202165","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0202165","Hydrogen ion concentration measurement"
"C0236018","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0236018","Aura"
"C0260867","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0260867","Encounter due to observation for suspected tuberculosis"
NA,NA,NA,NA
"C1546466","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1546466","Problems - What subject filter"
"C0013418","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0013418","Dystocia"
"C0014130","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0014130","Endocrine System Diseases"
"C0017187","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0017187","Gastrointestinal problem"
"C0018500","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018500","Hair Diseases"
"C0019080","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0019080","Hemorrhage"
"C0021138","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021138","Encounter due to economic problem"
"C0024817","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0024817","Encounter due to marital problems"
"C0025345","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0025345","Menstruation Disturbances"
"C0026859","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0026859","musculoskeletal problem"
"C0029354","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0029354","orthopedic problem"
"C0033211","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0033211","Problem Solving (mental process)"
"C0033953","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0033953","Psychosexual Disorders"
"C0037317","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0037317","Sleep disturbances"
"C0037431","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0037431","Social Problems"
"C0042594","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0042594","Vestibular Diseases"
"C0085762","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0085762","Alcohol abuse"
"C0150920","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0150920","Spine Problem"
"C0178310","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0178310","signs and symptoms of ill-defined conditions"
"C0221571","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0221571","Nervous system problem"
"C0231339","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0231339","Problem of aging"
"C0232466","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0232466","Feeding difficulties"
"C0233514","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0233514","Abnormal behavior"
"C0233794","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0233794","Memory impairment"
"C0233831","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0233831","Learning and learning problems"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C0332850","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0332850","Operative site"
"C0449681","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0449681","Site of incision"
"C0038941","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0038941","Surgical Wound Infection"
"C0267716","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0267716","Incisional hernia"
"C0509402","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0509402","Monitor surgical site, as appropriate"
"C0549429","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0549429","Surgical site reaction"
"C0741556","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0741556","Operation site bleed"
"C1443542","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1443542","Verification of surgical site and laterality"
"C1546676","HL7V2.5","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1546676","Site, Incision/Surgical"
"C1710259","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1710259","Surgical Procedure by Site or System"
"C2038477","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2038477","surgical skin preparation site"
"C3203762","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3203762","Irrigators, Surgical Site"
"C3203763","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3203763","Irrigators, Surgical Site, Electrosurgery"
"C3468883","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3468883","surgical pin site clean"
"C3468884","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3468884","surgical pin site dry"
"C3468885","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3468885","surgical pin site erythematous"
"C3468886","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3468886","surgical pin site drainage"
"C3469290","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3469290","surgical pin site care"
"C3687848","UMD","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3687848","Surgical Site Clean Areas"
"C3710412","HCPCS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3710412","No surgical site infection"
"C4041261","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4041261","Post-surgical excision site"
"C4060629","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060629","Trauma at surgical site"
"C4060992","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060992","Surgical site contamination"
"C4060996","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060996","Perioperative surgical site infection"
"C4060999","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4060999","Edema at surgical site"
NA,NA,NA,NA
"C2711503","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2711503","Evaluation of surgical biopsy specimen"
"C3469293","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3469293","surgical pin site care evaluation"
"C4285490","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4285490","Initial evaluation note:Find:Pt:{Setting}:Doc:Surgical oncology"
"C3697358","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3697358","Referral to surgical transplant service for renal transplant evaluation"
"C3897644","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3897644","Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy"
"C4265924","LNC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4265924","Preoperative evaluation and management note:Find:Pt:{Setting}:Doc:Surgical oncology"
"C5224024","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224024","evaluation of auditory function for surgical implant candidacy"
"C2038071","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2038071","surgical pathology level IV breast biopsy without microscopic evaluation"
"C4737849","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4737849","surgeon's pre-op evaluation: surgical risks discussed with patient"
"C5202459","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5202459","Radiofrequency spectroscopy evaluation of surgical margins during partial mastectomy, with report"
"C5224021","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224021","evaluation of auditory function for post-op status of surgical implant"
"C5224023","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224023","evaluation of auditory function for post-op status of surgical implant, initial hour"
"C5224025","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224025","evaluation of auditory function for surgical implant candidacy, additional 15 minutes"
"C5224026","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224026","evaluation of auditory function for surgical implant candidacy, initial hour"
"C3526351","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3526351","Surgical pathology with gross and microscopic examination of specimen from excision of lesion of breast with microscopic evaluation of surgical margins"
"C0994076","HCPCS","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0994076","History and physical (outpatient or office) related to surgical procedure (list separately in addition to code for appropriate evaluation and management service)"
"C2724387","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2724387","Consideration of referral for a neurological evaluation of appropriateness for surgical therapy for intractable epilepsy within the past 3 years (EPI)"
"C5224022","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C5224022","evaluation of auditory function for post-op status of surgical implant, additional 15 minutes"
"C0374531","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0374531","Postoperative follow-up visit, normally included in the surgical package, to indicate that an evaluation and management service was performed during a postoperative period for a reason(s) related to the original procedure"
"C1971412","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1971412","Comprehensive preoperative assessment performed for cataract surgery with intraocular lens (IOL) placement (includes assessment of all of the following components) (EC): Dilated fundus evaluation performed within 12 months prior to cataract surgery (2020F) Pre-surgical (cataract) axial length, corneal power measurement and method of intraocular lens power calculation documented (must be performed within 12 months prior to surgery) (3073F) Preoperative assessment of functional or medical indication(s) for surgery prior to the cataract surgery with intraocular lens placement (must be performed within 12 months prior to cataract surgery) (3325F)"
"C0374080","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0374080","LEVEL V - SURGICAL PATHOLOGY, GROSS AND MICROSCOPIC EXAMINATION"
"C0374079","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0374079","Level IV - Surgical pathology, gross and microscopic examination"
NA,NA,NA,NA
"C0370003","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0370003","Specimen"
"C1561495","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1561495","Role Class - specimen"
"C2347026","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2347026","Biospecimen"
"C2698634","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2698634","CDISC SEND Biospecimens Terminology"
"C0018893","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0018893","Helminths"
"C0178913","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0178913","Blood specimen"
"C0370199","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0370199","Aspirate substance"
"C0438726","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0438726","Sweat specimen"
"C0438730","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0438730","Saliva specimen"
"C0438732","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0438732","Pericardial fluid specimen"
"C0438737","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0438737","Bone marrow specimen"
"C0438933","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0438933","Duodenal fluid specimen"
"C0444077","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444077","Nail Specimen"
"C0444095","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444095","Hair Specimen"
"C0444099","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444099","Skin Specimen"
"C0444108","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444108","Calculus specimen"
"C0444131","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444131","Dialysis fluid specimen"
"C0444144","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444144","Meconium specimen"
"C0444147","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444147","Pancreatic Fluid Specimen"
"C0444159","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444159","Sputum specimen"
"C0444162","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444162","Coughed sputum specimen"
"C0444166","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444166","Synovial fluid specimen"
"C0444168","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444168","Interstitial fluid specimen"
"C0444172","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444172","Vomitus specimen"
"C0444174","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0444174","Genital lochia specimen"
NA,NA,NA,NA
"NONE",NA,NA,"NO RESULTS"
NA,NA,NA,NA
"C1531984","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1531984","Surgical Time Out"
"C4042854","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4042854","Time Out, Healthcare"
"C2934306","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C2934306","timeout protein, Drosophila"
"C3248306","CPT","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3248306","Timeout to verify correct patient, correct site, and correct procedure, documented (PATH)"
"C4710683","NIC","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4710683","Discuss timeout versus corporal punishment strategies for discipline, encouraging the former"
NA,NA,NA,NA
"C0021708","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021708","intensive care unit"
"C0042029","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0042029","Urinary tract infection"
"C0077906","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0077906","urinastatin"
"C0587566","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0587566","Intensive care service"
"C1412376","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1412376","AMBP gene"
"C0021709","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021709","Intensive Care Units, Neonatal"
"C0021710","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0021710","Pediatric intensive care unit"
"C0262421","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0262421","Chronic urinary tract infection"
"C0262655","MTH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0262655","Recurrent urinary tract infection"
"C0296927","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0296927","urinary trypsin inhibitor receptor"
"C0549299","CHV","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0549299","uti symptoms"
"C0587568","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0587568","Pediatric intensive care service"
"C0948038","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0948038","Cytomegalovirus urinary tract infection"
"C1563960","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C1563960","UTI Relief"
"C0207255","MSH","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0207255","UTI-BP(40)"
"C0587567","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0587567","Adult intensive care service"
"C3651855","NDDF","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3651855","urine UTI testing strips"
"C3864410","MMSL","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C3864410","Alcohol Swab UTI Sterile"
"C4087120","MDR","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4087120","Intensive care unit acquired weakness"
"C4288933","NCI","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C4288933","Hyponatremic Mineralocorticoid Resistance due to Urinary Tract Infection"
"C0242147","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2020AB/CUI/C0242147","Acute urinary tract infection"
